Insult,Date,Comment
1,20120618221552Z,no fucking way <SIGNS> you ca not leave us <SIGNS> ca not you knock over an old lady or something turn tricks blackmail someone n nfuck <SIGNS> no <SIGNS>
0,20120619181811Z,so everyone is on board for that mosque to be built near the twin towers <SIGNS>
1,20120529042045Z,shut up you pawb lebron lsoing is not going to ad years to your life
0,20120610152139Z,yeah <SIGNS> and nixon have gotten away with it too if it were not for those meddling kids <SIGNS>
0,,schmeichel had some horror shows of his own in his first season and went on to become one of the best if not the best ever plenty of time for de gea to shine <SIGNS>
1,20120619180238Z,and sodomize you against your will <SIGNS> xa you are a sick ticket annabelle
0,20120530013741Z,yay ign <SIGNS> not sarcastic you echoed the complaints of many forum users including myself that inferno is too hard for normal people and blandly straightforward for ah junkies xa n nbut blizzard has indicated they plan to patch this so i not too worried
1,20120320122704Z,fuck off whore
0,20120612125925Z,dieofnv like i said fuck you n xa npeople like you erode press freedom and i am going to hope for otherwise
1,20120609210255Z,damn you are truly stupid
0,20120527192643Z,<SIGNS> n nwhat game are you watching <SIGNS>
1,20120609235122Z,lol you dumb retarded
0,20120619005651Z,garfield is that near dixie manor queeny or is that key west for homosexuals of your kind homie <SIGNS>
0,20120611204625Z,go texas they have great american dads that arent affraid to stand up for what is right and what is right is the fact that the little bastar isnt going to commit this crime again hell i will send some money to him for bail if they pick him up <SIGNS>
0,20120514051232Z,no you are
0,20120527163956Z,div class forum item forum reply div class forum item description i compiling a list of my threads since sandals returned nbsp someone is going to be very disappointed in himself div div
1,20120502191534Z,hey moron you a disgusting human seau wasnt on those pats teams you a fool
0,20120609183508Z,mcfloyd your simple assertions do not hold up to scrutiny xa did bush live within his means xa did he fully reveal the costs of two simultaneous wars energy policy made behind closed doors and led by dick cheyney or the costs of the big pharma drug benefit giveaway xa did president obama inherit a budget surplus or budget deficit xa how many jobs were we losing before the president took office xa when you come back with those answers perhaps i ll give your inane little quips some consideration
1,20120320111220Z,bs lowe you are an arrogant prick beyond criticism you deserve nothing but criticism you idiot
1,20120527211628Z,can you post a statement xa without using the word idiot <SIGNS> xa try being a little more eloquent with your retorts or just start pulling the wings off of flies to xa while the hours away
0,20120611170221Z,oh <SIGNS> oh <SIGNS> i got an idea <SIGNS> how bout we do a song that not whiny bull crap <SIGNS> u d peter griffin talking to coldplay in family guy season ep n n par i think i starting to like this word not entirely sure i getting the usage correct
1,20120620163353Z,says the child who does not understand what relevancy means it ok schimidt we get the fact that you are a closed book thankfully your impact on society is meaningless i accomplish more in the first hour of my day then you have your entire life
0,20120611190714Z,poliveira xa well if you are going to interview someone about lack of realism in a game you should i dont know actually play the game before making a fool out of yourself in an interview <SIGNS>
0,20120610153845Z,possibly but you are not that anyone
0,20120529190541Z,a thousand us troops died in the sudan i do not think so
0,20120619225508Z,i double taked took <SIGNS> at that malaise malaise hating shit because puberty is not malaise goddammit teen malaise give me a fucking break n non the other hand i can at least be drinking at work right now i understand school bound teenagers are not as lucky
